time_5min,location,avg_shake_intensity,avg_sewer_water,avg_power,avg_roads_bridges,avg_medical,avg_buildings,count
2020-04-09T19:45:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:45:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:45:00Z,12,3.6666666666666665,3,5.333333333333333,4,0,3,3
2020-04-09T19:45:00Z,13,2,4,2,4,0,4.5,2
2020-04-09T19:45:00Z,14,4,7,7,5,0,4,1
2020-04-09T19:45:00Z,15,2,2,1,3,0,4,1
2020-04-09T19:45:00Z,16,0.5,6.363636363636363,3.8181818181818183,4.454545454545454,4.2727272727272725,3.5454545454545454,11
2020-04-09T19:45:00Z,17,0,3,3,6,0,4,1
2020-04-09T19:45:00Z,18,3,4,3,5,0,4,1
2020-04-09T19:45:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,1,0,10,9,1,3,7,1
2020-04-09T19:50:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,4,5.5,7.5,5,5,0,5,2
2020-04-09T19:50:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,6,1,1,2,3,3,4,1
2020-04-09T19:50:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,9,0.6,9.4,2.4,5.2,4.8,5.8,5
2020-04-09T19:50:00Z,10,0,7,6.5,5.5,0,5,2
2020-04-09T19:50:00Z,11,1,8,6,5,2,6,1
2020-04-09T19:50:00Z,12,3.75,2.75,4.75,4,0,3,4
2020-04-09T19:50:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:50:00Z,16,0,7,4.25,5.125,4.125,3.75,8
2020-04-09T19:50:00Z,17,0,7,6,5,0,1,1
2020-04-09T19:50:00Z,18,3,5,0,5,0,4,1
2020-04-09T19:50:00Z,19,1,4,5.333333333333333,5,0,4.333333333333333,3
2020-04-09T19:55:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,2,1,2,4,5,0,0,1
2020-04-09T19:55:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,4,5,7.5,5,5.5,0,4.5,2
2020-04-09T19:55:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,9,1.5,8.166666666666666,3.5,5.833333333333333,6.166666666666667,5.333333333333333,6
2020-04-09T19:55:00Z,10,1,5,0,4,0,2,1
2020-04-09T19:55:00Z,11,2,9,4,5,2,6,1
2020-04-09T19:55:00Z,12,3.8333333333333335,2.6666666666666665,5.166666666666667,4.166666666666667,0,2.8333333333333335,6
2020-04-09T19:55:00Z,13,0,7,4,5,0,5,1
2020-04-09T19:55:00Z,14,3.5,7.5,5,5,0,3.5,2
2020-04-09T19:55:00Z,15,0,3.5,6,3.5,0,3,2
2020-04-09T19:55:00Z,16,0,6.714285714285714,4.571428571428571,5.428571428571429,4.285714285714286,3.4285714285714284,7
2020-04-09T19:55:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T19:55:00Z,18,0,7,5,5,0,5.5,2
2020-04-09T19:55:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,4,4.5,7,5.5,5,0,5,2
2020-04-09T20:00:00Z,5,0.5,5,2,5,1,4,2
2020-04-09T20:00:00Z,6,1,0.5,0.5,3,2.5,3.5,2
2020-04-09T20:00:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,9,1.25,9,3.25,5.625,5.375,6.125,8
2020-04-09T20:00:00Z,10,0,7,6,6,0,7,1
2020-04-09T20:00:00Z,11,1,9,5,6,3,5,1
2020-04-09T20:00:00Z,12,4.5,3,5,4,0,2.5,2
2020-04-09T20:00:00Z,13,3,2,1,2,0,2,1
2020-04-09T20:00:00Z,14,4,8,5,5,0,4,1
2020-04-09T20:00:00Z,15,2,3,1,3,0,3,1
2020-04-09T20:00:00Z,16,0,6.333333333333333,4.166666666666667,6,4,4.666666666666667,6
2020-04-09T20:00:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:00:00Z,18,4,4,3,3,0,5,1
2020-04-09T20:00:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,4,5,7,5,5,0,5,1
2020-04-09T20:05:00Z,5,1,6,1,4,2,3,1
2020-04-09T20:05:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,9,0.3333333333333333,8.666666666666666,3.6666666666666665,6,4.666666666666667,6,3
2020-04-09T20:05:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,12,4,3.3333333333333335,4.666666666666667,3.3333333333333335,0,2.6666666666666665,3
2020-04-09T20:05:00Z,13,4,3.5,1,3,0,3.5,2
2020-04-09T20:05:00Z,14,3,4.5,3.5,7,0,7,2
2020-04-09T20:05:00Z,15,1,8,7.5,8,0,3,2
2020-04-09T20:05:00Z,16,0,7,4,4.5,3.5,4,2
2020-04-09T20:05:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:05:00Z,19,0,0,3,5,0,5,1
2020-04-09T20:10:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,4,5,7,6,5,0,6,1
2020-04-09T20:10:00Z,5,0,4,2,4,1,4,1
2020-04-09T20:10:00Z,6,0,3,5.333333333333333,5,4,5,3
2020-04-09T20:10:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,9,0.25,8,4.833333333333333,4.333333333333333,5.666666666666667,6.166666666666667,6
2020-04-09T20:10:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,11,2,9,6,5,2,6,1
2020-04-09T20:10:00Z,12,4,2,4,4,0,4,1
2020-04-09T20:10:00Z,13,0,8,3,9,0,9,1
2020-04-09T20:10:00Z,14,3,8,5,4,0,4,1
2020-04-09T20:10:00Z,15,1.5,3.6666666666666665,0.6666666666666666,2.6666666666666665,0,3.6666666666666665,3
2020-04-09T20:10:00Z,16,0,7.142857142857143,4.714285714285714,4.857142857142857,3.857142857142857,3.7142857142857144,7
2020-04-09T20:10:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:10:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,2,0,10,5.5,4.5,0,1.5,2
2020-04-09T20:15:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,4,3,6,5,5,0,5,1
2020-04-09T20:15:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,6,0,10,1,4,10,10,1
2020-04-09T20:15:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,9,0.3333333333333333,8.5,4.5,4.5,6.25,6.5,4
2020-04-09T20:15:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,12,0,6,8,10,0,2,1
2020-04-09T20:15:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,14,3,6.75,5,5.25,0,4,4
2020-04-09T20:15:00Z,15,2,6.5,4.5,7,9,1,2
2020-04-09T20:15:00Z,16,2,6.5,3.8333333333333335,4.333333333333333,3.6666666666666665,3.6666666666666665,6
2020-04-09T20:15:00Z,17,0,6,10,10,0,0,1
2020-04-09T20:15:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:15:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,2,0,5,2,5,0,6,1
2020-04-09T20:20:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,4,5,7.5,4.5,5,0,4.5,2
2020-04-09T20:20:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,6,1,5,1.3333333333333333,7,0.6666666666666666,4.666666666666667,3
2020-04-09T20:20:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,9,1,8.444444444444445,3.6666666666666665,4.777777777777778,4.777777777777778,5.444444444444445,9
2020-04-09T20:20:00Z,10,2,7,7,7,0,6,1
2020-04-09T20:20:00Z,11,0,5,10,2,3,5,1
2020-04-09T20:20:00Z,12,3,4.666666666666667,6.666666666666667,5,0,4.333333333333333,3
2020-04-09T20:20:00Z,13,0,6,2,5,0,6,1
2020-04-09T20:20:00Z,14,2.5,7,6,5,0,4,2
2020-04-09T20:20:00Z,15,1,2,2,2.5,0,4.5,2
2020-04-09T20:20:00Z,16,0,7.444444444444445,4,4.666666666666667,4,4.333333333333333,9
2020-04-09T20:20:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:20:00Z,19,2,1,2,4,0,3.5,2
2020-04-09T20:25:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,2,0,3,6,2,0,1,1
2020-04-09T20:25:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,4,5.5,7,5.5,6,0,5,2
2020-04-09T20:25:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,6,0,3.5,6.5,10,9.5,3,2
2020-04-09T20:25:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,9,0.5,8.75,2.5,5.5,5,5.5,4
2020-04-09T20:25:00Z,10,0,10,3,3,0,1,1
2020-04-09T20:25:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,12,3.75,3.25,4.25,5,0,3,4
2020-04-09T20:25:00Z,13,0,4,3,5,0,5,1
2020-04-09T20:25:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,16,0,7,3.75,5.75,3.75,3.75,4
2020-04-09T20:25:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:25:00Z,18,0,8,3,3,0,2,1
2020-04-09T20:25:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,1,0,7,5,2,0,0,1
2020-04-09T20:30:00Z,2,0,5,9,4,3,6,2
2020-04-09T20:30:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,4,5,6,7,6.5,0,3.5,2
2020-04-09T20:30:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,6,0,4.666666666666667,3.6666666666666665,8.666666666666666,2.6666666666666665,7,3
2020-04-09T20:30:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,9,0.5,9,2,5,5,5.25,4
2020-04-09T20:30:00Z,10,1,8,7,6,0,6,1
2020-04-09T20:30:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,12,2.5,3,4.5,5,0,3.5,2
2020-04-09T20:30:00Z,13,0,6,2,5,0,6,1
2020-04-09T20:30:00Z,14,3.5,8.333333333333334,7,6.333333333333333,0,4.333333333333333,3
2020-04-09T20:30:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:30:00Z,16,0,7,3.5,6,5,4,2
2020-04-09T20:30:00Z,17,0,3,10,7,0,9,1
2020-04-09T20:30:00Z,18,4,6,3,4,0,5,1
2020-04-09T20:30:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,2,2,3,5,3,0,1,1
2020-04-09T20:35:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,4,6,8,6,5,0,5,1
2020-04-09T20:35:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,9,0.8,9.2,3.2,5.6,4.8,5.8,5
2020-04-09T20:35:00Z,10,1,7,7,4,0,4.5,2
2020-04-09T20:35:00Z,11,1,8,6,5,3,4,1
2020-04-09T20:35:00Z,12,3.8333333333333335,3.5,4.333333333333333,4,0,2.8333333333333335,6
2020-04-09T20:35:00Z,13,0,4,4,4,0,5,1
2020-04-09T20:35:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,16,0,7,4,5,4,3.75,4
2020-04-09T20:35:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:35:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,4,6,8,4,5,0,6,1
2020-04-09T20:40:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,9,0.6666666666666666,9.666666666666666,3,5.666666666666667,5.333333333333333,6,3
2020-04-09T20:40:00Z,10,0,7,6,8,0,3,2
2020-04-09T20:40:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,12,3.3333333333333335,3,5,4.666666666666667,0,3.6666666666666665,3
2020-04-09T20:40:00Z,13,0,5,3,6,0,6,1
2020-04-09T20:40:00Z,14,3,7.5,4,4.5,0,3.5,2
2020-04-09T20:40:00Z,15,4,6,2.5,6.5,0,2,2
2020-04-09T20:40:00Z,16,0,7.5,4,5.75,3.75,4,4
2020-04-09T20:40:00Z,17,0,9,7.5,9,0,3,2
2020-04-09T20:40:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:40:00Z,19,0,4,10,10,0,7,1
2020-04-09T20:45:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,2,0,3,9,2,0,6,1
2020-04-09T20:45:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,5,0,0,9,6,9,4,1
2020-04-09T20:45:00Z,6,1,0,1,0,2,3,1
2020-04-09T20:45:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,9,1,9.666666666666666,2.6666666666666665,5.666666666666667,5,6.333333333333333,3
2020-04-09T20:45:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,12,4,2.5,5,3,0,4,2
2020-04-09T20:45:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,16,0,7,4.666666666666667,4.666666666666667,5.333333333333333,3.5,6
2020-04-09T20:45:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:45:00Z,18,3,3,1,4,0,5,1
2020-04-09T20:45:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,2,0,2.6666666666666665,4,8,0,4,3
2020-04-09T20:50:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,6,1,1,9,10,4,10,1
2020-04-09T20:50:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,9,1.5,8.5,2.5,6.5,4.5,6.5,2
2020-04-09T20:50:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,12,4,3,5,3.6666666666666665,0,2.3333333333333335,3
2020-04-09T20:50:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,14,0,2,10,6,0,5,1
2020-04-09T20:50:00Z,15,0,2,4,1.5,0,3.5,2
2020-04-09T20:50:00Z,16,0,6.5,3.75,4.75,4,4.25,4
2020-04-09T20:50:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:50:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,1,0,6.5,4.5,10,7,10,2
2020-04-09T20:55:00Z,2,0,10,8,3,0,6,1
2020-04-09T20:55:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,5,0,8,2,8,7,4,1
2020-04-09T20:55:00Z,6,0,3,6,3,4,6,2
2020-04-09T20:55:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,9,1.6,9.2,2.6,5.4,4.6,5.8,5
2020-04-09T20:55:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,12,4,2.75,4.75,4,0,3.25,4
2020-04-09T20:55:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,16,0,7,5,5,4,5,1
2020-04-09T20:55:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T20:55:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,2,0,3,3.5,4,0,1.5,2
2020-04-09T21:00:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,5,0,6,8.5,5,6.5,5.5,2
2020-04-09T21:00:00Z,6,0,4.5,10,7.5,7.5,7,2
2020-04-09T21:00:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,9,1,9.333333333333334,2.3333333333333335,6,5,6,3
2020-04-09T21:00:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,14,2,4,7,7,0,4.5,2
2020-04-09T21:00:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,16,0,7,4.666666666666667,4.333333333333333,2.6666666666666665,5.333333333333333,3
2020-04-09T21:00:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:00:00Z,19,0,8,10,4,0,7,1
2020-04-09T21:05:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,2,1,8,9,2,0,4,1
2020-04-09T21:05:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,4,4,7,5,4,0,6,1
2020-04-09T21:05:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,6,1,0,1,3,3,2,1
2020-04-09T21:05:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,9,0.6666666666666666,8.666666666666666,2,5.333333333333333,4.333333333333333,6,3
2020-04-09T21:05:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,12,3.8333333333333335,2.5,4.666666666666667,3.5,0,3.1666666666666665,6
2020-04-09T21:05:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,15,0,10,7,7,0,0,1
2020-04-09T21:05:00Z,16,0,6.5,4.333333333333333,4.833333333333333,4.333333333333333,4,6
2020-04-09T21:05:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:05:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,2,0,10,2,9,0,8,1
2020-04-09T21:10:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,9,0.6666666666666666,8,4.25,6.75,4.5,6.25,4
2020-04-09T21:10:00Z,10,0,8,5,2,0,7,1
2020-04-09T21:10:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,14,3,6,4,5,0,4,2
2020-04-09T21:10:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,16,1,5.333333333333333,3.3333333333333335,4.666666666666667,3,2.6666666666666665,3
2020-04-09T21:10:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:10:00Z,19,0,2,4,9,0,10,1
2020-04-09T21:15:00Z,1,0,8,2,6,8,3,1
2020-04-09T21:15:00Z,2,0.5,6,2.6666666666666665,6.333333333333333,0,5.666666666666667,3
2020-04-09T21:15:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,6,0,4,0,0,10,3,1
2020-04-09T21:15:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,9,0,9.5,5.5,3,2,8,2
2020-04-09T21:15:00Z,10,0,5.5,5,4,0,8,2
2020-04-09T21:15:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,12,0,1,4.5,6.5,0,3.5,2
2020-04-09T21:15:00Z,13,0,7,5,9,0,2,1
2020-04-09T21:15:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:15:00Z,15,1.5,6.25,7.75,5.25,0,1.5,4
2020-04-09T21:15:00Z,16,1,5,4,7,2.6666666666666665,5.333333333333333,3
2020-04-09T21:15:00Z,17,0,10,10,0,0,10,1
2020-04-09T21:15:00Z,18,0,1,8,0,0,0,1
2020-04-09T21:15:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,4,5,7,6,5,0,5,1
2020-04-09T21:20:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,6,0,8,3,4,10,4,1
2020-04-09T21:20:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,9,0,6.166666666666667,5.333333333333333,6,5.333333333333333,5,6
2020-04-09T21:20:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,12,4.5,2,5.5,4,0,3,2
2020-04-09T21:20:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-09T21:20:00Z,16,0,7,4,5,4.75,4.75,4
2020-04-09T21:20:00Z,17,NA,NA,NA,NA,NA,NA,NA
